,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,hour,day,month
1611,Dog,Neutered Male,730.0,Boston Terrier Mix,Black Brindle/White,17,6,12
1612,Dog,Spayed Female,60.0,Great Dane Mix,Blue Merle/White,17,2,5
1613,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Tan,14,4,1
1614,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black,19,0,10
1615,Dog,Neutered Male,730.0,German Shepherd/Weimaraner,Blue/White,16,1,5
1616,Dog,Neutered Male,1460.0,Labrador Retriever/Pit Bull,Tan/White,14,1,3
1617,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/White,14,0,5
1618,Dog,Neutered Male,60.0,Chihuahua Shorthair,Tan/White,14,5,2
1619,Cat,Intact Female,365.0,Domestic Shorthair Mix,Blue,17,3,2
1620,Cat,Intact Female,14.0,Domestic Shorthair Mix,Orange Tabby,19,6,5
1621,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black,14,4,7
1622,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,Brown Tabby/White,18,3,5
1623,Dog,Neutered Male,35.0,Pointer Mix,Brown/White,14,2,7
1624,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Blue Tabby/White,18,6,11
1625,Dog,Spayed Female,30.0,Australian Cattle Dog Mix,Black/White,13,0,6
1626,Dog,Neutered Male,120.0,Norfolk Terrier Mix,Tan/White,12,1,11
1627,Cat,Intact Female,210.0,Domestic Shorthair Mix,Calico,16,0,10
1628,Dog,Intact Male,60.0,Dachshund Longhair Mix,Red,17,4,7
1629,Dog,Spayed Female,1095.0,Australian Cattle Dog/Labrador Retriever,Red Merle,18,4,11
1630,Dog,Intact Female,730.0,German Shepherd/Labrador Retriever,Brown,19,4,11
1631,Cat,Neutered Male,60.0,Pixiebob Shorthair Mix,Brown Tabby,14,2,7
1632,Dog,Spayed Female,60.0,Australian Kelpie Mix,Red/Black,14,5,11
1633,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,16,2,11
1634,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Blue Tabby,13,0,3
1635,Dog,Neutered Male,730.0,American Foxhound Mix,White/Black,8,6,6
1636,Dog,Neutered Male,730.0,Labrador Retriever Mix,Tan/White,18,5,4
1637,Cat,Unknown,730.0,Domestic Shorthair Mix,Brown Tabby,14,5,2
1638,Dog,Spayed Female,90.0,Labrador Retriever Mix,Black,16,6,5
1639,Cat,Neutered Male,14.0,Munchkin Shorthair Mix,Brown Tabby,16,4,7
1640,Dog,Neutered Male,30.0,Labrador Retriever Mix,Black/Brown Brindle,0,6,8
1641,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Black/White,14,1,10
1642,Dog,Spayed Female,270.0,Border Collie Mix,White/Tan,15,6,12
1643,Cat,Intact Female,14.0,Domestic Shorthair Mix,Orange Tabby,13,3,6
1644,Cat,Intact Male,2190.0,Snowshoe Mix,Seal Point/White,18,3,2
1645,Dog,Neutered Male,4380.0,Chihuahua Shorthair Mix,Black/White,14,2,8
1646,Dog,Spayed Female,270.0,Dachshund/Chihuahua Shorthair,Brown/White,14,0,12
1647,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Orange Tabby,13,2,10
1648,Cat,Spayed Female,4380.0,Domestic Shorthair Mix,Brown Tabby,12,0,6
1649,Cat,Intact Female,240.0,Domestic Shorthair Mix,Brown Tabby/White,17,3,1
1650,Dog,Neutered Male,365.0,Pomeranian Mix,Cream,13,3,7
1651,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black,13,0,6
1652,Cat,Neutered Male,730.0,Siamese Mix,Lynx Point,14,0,12
1653,Dog,Spayed Female,365.0,Catahoula Mix,White/Brown,17,6,10
1654,Dog,Neutered Male,1460.0,Chihuahua Shorthair Mix,Red,15,4,10
1655,Dog,Spayed Female,365.0,Australian Cattle Dog/Jack Russell Terrier,White/Chocolate,17,5,10
1656,Dog,Intact Female,60.0,Labrador Retriever Mix,Brown,17,5,6
1657,Dog,Intact Female,2920.0,Pit Bull Mix,Blue/White,12,3,5
1658,Cat,Intact Male,7.0,Domestic Shorthair Mix,Black/White,10,0,4
1659,Dog,Spayed Female,300.0,Labrador Retriever Mix,Black,14,6,6
1660,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Black/White,8,5,5
1661,Dog,Spayed Female,3650.0,Norfolk Terrier/Chihuahua Shorthair,Tricolor,12,5,10
1662,Cat,Unknown,120.0,Domestic Shorthair Mix,Blue Tabby/White,18,1,2
1663,Dog,Neutered Male,1095.0,Australian Shepherd Mix,Brown Brindle,12,4,4
1664,Cat,Intact Female,1095.0,Domestic Shorthair Mix,Tortie,9,4,7
1665,Cat,Spayed Female,30.0,Domestic Shorthair Mix,Torbie,17,2,10
1666,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby,12,3,11
1667,Cat,Intact Male,60.0,Domestic Medium Hair Mix,Black,19,0,8
1668,Dog,Spayed Female,365.0,Pointer/Labrador Retriever,Black,13,1,7
1669,Dog,Neutered Male,90.0,Dachshund/Miniature Poodle,Tan,13,4,11
1670,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Orange Tabby,12,6,10
1671,Dog,Spayed Female,1825.0,Coton De Tulear Mix,White,14,1,11
1672,Dog,Intact Female,730.0,Pit Bull Mix,Tan/White,17,5,2
1673,Dog,Neutered Male,730.0,Jack Russell Terrier Mix,Tan/Cream,18,6,3
1674,Dog,Neutered Male,60.0,German Pinscher Mix,Black/Tan,7,2,12
1675,Dog,Spayed Female,14.0,Chinese Sharpei/Bull Terrier,Black/White,14,1,1
1676,Dog,Spayed Female,21.0,Pug/Beagle,Black,18,5,11
1677,Dog,Neutered Male,30.0,Boxer/Labrador Retriever,Black/White,13,4,8
1678,Cat,Intact Female,1095.0,Domestic Shorthair Mix,White/Blue Tabby,14,3,9
1679,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Seal Point,16,4,4
1680,Dog,Neutered Male,365.0,Great Pyrenees Mix,White,9,6,6
1681,Cat,Intact Female,60.0,Domestic Shorthair Mix,Brown Tabby/White,17,1,8
1682,Dog,Intact Male,365.0,Pit Bull Mix,Brown/White,18,6,11
1683,Dog,Neutered Male,3650.0,Harrier Mix,Black/Brown,16,5,6
1684,Cat,Unknown,365.0,Domestic Shorthair Mix,Brown Tabby/White,15,4,1
1685,Cat,Intact Female,730.0,Siamese Mix,Lynx Point,16,3,8
1686,Cat,Intact Female,5.0,Domestic Shorthair Mix,White,18,0,7
1687,Dog,Spayed Female,730.0,Chow Chow Mix,Red,15,2,2
1688,Dog,Neutered Male,180.0,Labrador Retriever Mix,Black,12,5,9
1689,Dog,Spayed Female,14.0,Manchester Terrier Mix,Chocolate/White,17,2,11
1690,Dog,Neutered Male,730.0,Chihuahua Longhair/Maltese,Buff,14,3,1
1691,Cat,Neutered Male,14.0,Domestic Medium Hair Mix,Black,12,3,1
1692,Cat,Unknown,2555.0,Domestic Shorthair Mix,Black,13,3,12
1693,Dog,Spayed Female,365.0,Siberian Husky Mix,Black/White,9,4,2
1694,Cat,Neutered Male,21.0,Domestic Shorthair Mix,Black/White,15,4,11
1695,Dog,Intact Female,90.0,Bull Terrier Mix,Sable,16,5,10
1696,Dog,Spayed Female,2190.0,Australian Cattle Dog,White/Tan,18,6,4
1697,Dog,Spayed Female,28.0,Dachshund Mix,Black,15,3,10
1698,Dog,Neutered Male,730.0,Pointer Mix,Black/White,18,3,12
1699,Dog,Spayed Female,30.0,Australian Shepherd/Labrador Retriever,Black/Tan,9,3,9
1700,Cat,Spayed Female,90.0,Domestic Longhair Mix,Blue,14,3,2
1701,Dog,Neutered Male,60.0,Chihuahua Shorthair/Beagle,Tan,17,2,8
1702,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Black,13,1,11
1703,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black/White,16,0,4
1704,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Brown Tabby,18,2,5
1705,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Blue Tabby,9,6,9
1706,Dog,Spayed Female,730.0,Labrador Retriever Mix,Chocolate,12,3,2
1707,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Black/White,16,1,8
1708,Dog,Intact Male,1825.0,Pit Bull Mix,Fawn/White,17,4,10
1709,Dog,Spayed Female,2555.0,Chinese Crested Mix,White,13,6,12
1710,Cat,Intact Male,14.0,Domestic Shorthair Mix,Brown Tabby,19,3,5
1711,Dog,Spayed Female,60.0,Dachshund/Chihuahua Longhair,Black,11,3,3
1712,Dog,Spayed Female,150.0,Plott Hound Mix,Brown Brindle/White,13,3,9
1713,Dog,Spayed Female,730.0,Pit Bull Mix,Brown Brindle/White,18,6,8
1714,Dog,Spayed Female,120.0,Catahoula Mix,Brown Brindle/White,19,6,6
1715,Cat,Spayed Female,1460.0,Domestic Shorthair Mix,Calico,13,5,7
1716,Cat,Spayed Female,4015.0,Domestic Shorthair Mix,Black,16,5,11
1717,Dog,Spayed Female,365.0,Australian Cattle Dog/Labrador Retriever,Black/White,14,6,2
1718,Dog,Intact Female,2.0,Treeing Cur Mix,Black,17,5,6
1719,Dog,Neutered Male,1095.0,Pit Bull,Blue/White,15,3,1
1720,Cat,Intact Male,90.0,Domestic Longhair Mix,Cream Tabby,13,3,10
1721,Cat,Spayed Female,30.0,Domestic Shorthair Mix,Brown Tabby,12,6,10
1722,Cat,Spayed Female,21.0,Domestic Shorthair Mix,Blue,14,4,5
1723,Dog,Spayed Female,180.0,Labrador Retriever Mix,White/Brown,13,5,1
1724,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Brown Tabby,9,5,1
1725,Cat,Intact Male,30.0,Domestic Longhair Mix,Black,15,3,7
1726,Dog,Neutered Male,60.0,Chihuahua Longhair Mix,Brown/White,12,0,5
1727,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Brown Tabby/White,18,3,6
1728,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Orange Tabby,12,5,9
1729,Cat,Intact Male,365.0,Domestic Shorthair Mix,Blue/White,17,5,10
1730,Cat,Intact Female,300.0,Domestic Shorthair Mix,Brown Tabby,18,4,11
1731,Cat,Intact Female,730.0,Siamese Mix,Lynx Point,14,1,12
1732,Dog,Neutered Male,3285.0,Plott Hound Mix,Brown Brindle/White,11,1,8
1733,Cat,Neutered Male,210.0,Domestic Shorthair Mix,Brown Tabby/White,17,0,12
1734,Dog,Neutered Male,0.0,German Shepherd Mix,Sable,11,5,3
1735,Dog,Spayed Female,270.0,Staffordshire Mix,Blue/White,17,2,6
1736,Dog,Neutered Male,365.0,Queensland Heeler Mix,Red Tick,15,3,10
1737,Dog,Spayed Female,1095.0,Italian Greyhound Mix,Black,16,6,4
1738,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black,15,4,7
1739,Dog,Neutered Male,365.0,Plott Hound Mix,Brown Brindle,18,0,5
1740,Dog,Intact Male,1095.0,Dachshund Mix,Brown,17,5,2
1741,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Blue,16,4,10
1742,Dog,Neutered Male,60.0,Pit Bull Mix,Red/White,18,6,7
1743,Cat,Neutered Male,120.0,Domestic Medium Hair Mix,Orange Tabby/White,13,0,6
1744,Dog,Spayed Female,730.0,Australian Cattle Dog/Catahoula,Brown/White,18,5,1
1745,Cat,Unknown,730.0,Domestic Shorthair Mix,Brown Tabby,18,4,11
1746,Cat,Intact Female,365.0,Domestic Medium Hair Mix,Orange Tabby,9,6,7
1747,Dog,Intact Female,60.0,Chihuahua Shorthair/Jack Russell Terrier,White/Black,11,5,1
1748,Cat,Intact Female,21.0,Domestic Shorthair Mix,Orange Tabby,15,6,5
1749,Dog,Neutered Male,365.0,Blue Lacy Mix,Fawn,9,0,6
1750,Cat,Spayed Female,1095.0,Domestic Longhair Mix,Brown Tabby/White,14,6,3
1751,Dog,Spayed Female,365.0,Border Collie Mix,Black,18,0,9
1752,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Black Tabby,18,0,6
1753,Dog,Unknown,2555.0,Chow Chow Mix,Black/Brown,11,5,11
1754,Cat,Intact Female,1.0,Siamese Mix,Lynx Point,18,3,8
1755,Dog,Spayed Female,21.0,Dachshund Longhair/Chihuahua Longhair,Black/Tan,17,5,8
1756,Dog,Spayed Female,1095.0,Flat Coat Retriever/Papillon,Black/Brown,13,6,12
1757,Dog,Neutered Male,60.0,Pit Bull Mix,Tan/White,0,6,10
1758,Dog,Neutered Male,60.0,Patterdale Terr Mix,Black/White,18,2,6
1759,Dog,Neutered Male,4380.0,Labrador Retriever Mix,Black/White,15,5,6
1760,Cat,Neutered Male,300.0,Domestic Longhair Mix,Orange Tabby,17,4,10
1761,Dog,Neutered Male,60.0,Chihuahua Shorthair/Whippet,Brown,17,6,6
1762,Dog,Intact Female,2190.0,German Shepherd,Brown/Black,15,5,11
1763,Dog,Unknown,60.0,Boxer Mix,Black,15,5,7
1764,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Blue Tabby/White,15,1,11
1765,Dog,Neutered Male,240.0,Catahoula/Cardigan Welsh Corgi,Blue Merle/White,10,3,7
1766,Dog,Intact Male,30.0,Border Collie Mix,Brown/White,17,1,5
1767,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Blue/White,17,4,11
1768,Dog,Neutered Male,730.0,American Pit Bull Terrier Mix,White/Black,15,5,7
1769,Dog,Spayed Female,60.0,Dachshund Wirehair Mix,Tricolor,15,4,8
1770,Dog,Neutered Male,180.0,Pit Bull Mix,Red,17,0,9
1771,Dog,Neutered Male,730.0,Labrador Retriever/Dachshund,Yellow,15,0,11
1772,Dog,Neutered Male,730.0,Miniature Poodle Mix,White,18,0,5
1773,Dog,Neutered Male,1095.0,Australian Cattle Dog/Labrador Retriever,Brown,12,3,6
1774,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Brown Tabby/White,14,4,4
1775,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Brown Brindle/White,11,6,11
1776,Dog,Neutered Male,1095.0,Labrador Retriever Mix,Black,15,2,5
1777,Dog,Neutered Male,150.0,Labrador Retriever/Alaskan Malamute,Black/Tan,9,6,8
1778,Dog,Intact Male,4015.0,Rottweiler,Black/Brown,11,4,5
1779,Cat,Intact Female,21.0,Domestic Shorthair Mix,Gray/Tortie,18,5,8
1780,Dog,Spayed Female,14.0,Pit Bull Mix,White/Black,11,1,5
1781,Dog,Spayed Female,730.0,Bichon Frise Mix,White,12,3,7
1782,Dog,Spayed Female,730.0,Pit Bull Mix,Red/White,11,2,4
1783,Dog,Neutered Male,60.0,Cardigan Welsh Corgi/Pointer,Brown/White,15,6,1
1784,Cat,Neutered Male,60.0,Domestic Longhair Mix,Brown Tabby,18,6,9
1785,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Black,17,5,1
1786,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Calico,18,1,6
1787,Cat,Neutered Male,150.0,Domestic Shorthair Mix,Blue Tabby,17,2,12
1788,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Brown Tabby,15,3,10
1789,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,Orange Tabby/White,12,0,1
1790,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Black/White,18,3,12
1791,Cat,Neutered Male,730.0,Domestic Longhair Mix,Black/White,12,5,12
1792,Dog,Neutered Male,1095.0,Catahoula/Jack Russell Terrier,White/Brown,14,1,4
1793,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black/White,10,5,7
1794,Cat,Neutered Male,4.0,Domestic Shorthair Mix,Black/White,13,5,8
1795,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black,12,2,10
1796,Dog,Neutered Male,14.0,Chihuahua Shorthair/Pug,Brown,11,5,12
1797,Dog,Neutered Male,30.0,Pointer Mix,White/Tan,17,0,2
1798,Dog,Spayed Female,60.0,Labrador Retriever/Australian Kelpie,Black,13,4,11
1799,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Black,13,5,10
1800,Dog,Intact Male,730.0,Yorkshire Terrier Mix,Tan/Black,18,6,8
1801,Dog,Neutered Male,5475.0,Labrador Retriever/Pit Bull,Chocolate,13,5,4
1802,Dog,Spayed Female,60.0,American Pit Bull Terrier Mix,Buff/White,9,1,8
1803,Cat,Intact Male,60.0,Domestic Shorthair Mix,Brown Tabby,19,2,9
1804,Cat,Intact Male,365.0,Domestic Shorthair Mix,Black,12,6,2
1805,Dog,Neutered Male,60.0,Basset Hound Mix,Black/Brown,16,4,5
1806,Dog,Spayed Female,90.0,Siberian Husky Mix,White/Gray,15,0,1
1807,Dog,Neutered Male,365.0,Shih Tzu Mix,Gray/White,16,1,11
1808,Cat,Intact Male,28.0,Domestic Shorthair Mix,Black/White,18,0,11
1809,Cat,Neutered Male,365.0,Domestic Shorthair Mix,White/Cream,17,3,6
1810,Dog,Neutered Male,365.0,Rottweiler Mix,Black/Brown,8,3,7
1811,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Black/White,17,6,3
1812,Cat,Intact Male,150.0,Domestic Shorthair Mix,Brown Tabby,9,2,9
1813,Dog,Spayed Female,4380.0,Chihuahua Longhair Mix,Tricolor,12,3,3
1814,Cat,Spayed Female,14.0,Domestic Shorthair Mix,Black,17,2,6
1815,Dog,Neutered Male,365.0,Border Terrier/Chihuahua Shorthair,Brown/White,9,4,2
1816,Dog,Spayed Female,2920.0,Rat Terrier Mix,White/Black,12,6,11
1817,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Cream Tabby,11,6,9
1818,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Orange Tabby/White,12,2,5
1819,Dog,Spayed Female,21.0,Australian Shepherd/Chihuahua Shorthair,Brown Merle,17,2,10
1820,Cat,Intact Female,365.0,Domestic Shorthair Mix,Calico,14,1,7
1821,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black,9,1,9
1822,Dog,Intact Male,365.0,Pit Bull Mix,Brown/White,17,5,8
1823,Dog,Intact Male,1825.0,Chihuahua Shorthair Mix,Tan/Buff,17,6,10
1824,Cat,Spayed Female,300.0,Domestic Shorthair Mix,Black,18,2,9
1825,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,Black Tabby,17,5,10
1826,Cat,Unknown,730.0,Domestic Shorthair Mix,Blue Tabby/White,14,1,11
1827,Cat,Spayed Female,2555.0,Domestic Shorthair Mix,Brown Tabby,14,1,11
1828,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Black/White,13,0,9
1829,Cat,Intact Male,1095.0,Domestic Shorthair Mix,Orange Tabby,17,5,8
1830,Dog,Neutered Male,1460.0,Chihuahua Shorthair,Black/White,13,1,1
1831,Cat,Intact Male,365.0,Domestic Shorthair Mix,Brown Tabby,10,2,12
1832,Dog,Neutered Male,2190.0,Australian Kelpie Mix,Black/White,15,4,6
1833,Dog,Spayed Female,1460.0,Rat Terrier/Chihuahua Shorthair,Tricolor,17,6,4
1834,Cat,Intact Female,1095.0,Domestic Shorthair Mix,Torbie,19,5,2
1835,Cat,Intact Female,730.0,Domestic Shorthair Mix,White/Brown Tabby,17,2,11
1836,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,14,0,9
1837,Dog,Intact Female,60.0,Pit Bull Mix,Black Brindle/White,19,2,1
1838,Dog,Spayed Female,730.0,Jack Russell Terrier/Australian Cattle Dog,Chocolate/White,17,1,3
1839,Cat,Spayed Female,1825.0,Siamese Mix,Tortie Point,11,0,10
1840,Dog,Intact Male,730.0,Pug,Sable,13,6,4
1841,Dog,Intact Female,60.0,Pit Bull Mix,Brown/White,16,3,11
1842,Dog,Spayed Female,730.0,Australian Cattle Dog Mix,Tricolor,19,2,10
1843,Dog,Spayed Female,3285.0,Boxer Mix,Brown Brindle/White,19,1,10
1844,Dog,Neutered Male,1095.0,Chihuahua Shorthair Mix,Black/Brown,12,6,7
1845,Cat,Intact Female,1.0,Domestic Shorthair Mix,Brown Tabby/White,11,2,10
1846,Dog,Intact Male,1825.0,Pit Bull Mix,Tan/White,13,6,6
1847,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black,16,5,7
1848,Dog,Spayed Female,2555.0,Boxer Mix,Brown Brindle/White,13,4,7
1849,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Black/White,15,4,10
1850,Cat,Intact Male,365.0,Domestic Shorthair Mix,Brown Tabby,10,1,6
1851,Cat,Intact Male,365.0,Domestic Shorthair Mix,White/Brown Tabby,18,6,11
1852,Dog,Spayed Female,120.0,Plott Hound/Labrador Retriever,Black/Tan,9,4,1
1853,Dog,Spayed Female,1095.0,Catahoula Mix,Tan/White,17,4,8
1854,Dog,Neutered Male,730.0,Pit Bull Mix,Tan,9,0,7
1855,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Black/White,17,0,12
1856,Dog,Neutered Male,60.0,Pit Bull Mix,Brown/White,16,4,9
1857,Dog,Intact Female,1095.0,Pointer/Collie Smooth,Tan/White,11,4,12
1858,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Cream Tabby,17,6,8
1859,Cat,Intact Male,300.0,Domestic Shorthair Mix,Brown Tabby,17,6,10
1860,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black/White,18,6,6
1861,Dog,Spayed Female,60.0,Pit Bull Mix,Black/White,11,5,8
1862,Dog,Neutered Male,90.0,Great Dane Mix,Brown,14,0,5
1863,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Blue Tabby,17,4,3
1864,Cat,Neutered Male,730.0,Domestic Medium Hair Mix,Black,14,3,4
1865,Dog,Spayed Female,30.0,Plott Hound Mix,Sable,9,3,9
1866,Cat,Unknown,2190.0,Domestic Shorthair Mix,Blue,11,0,9
1867,Dog,Spayed Female,90.0,Labrador Retriever Mix,Cream/White,12,5,7
1868,Cat,Intact Male,60.0,Domestic Shorthair Mix,Orange Tabby,13,5,3
1869,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black/White,17,2,9
1870,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Brown Tabby,15,3,12
1871,Dog,Neutered Male,60.0,Pomeranian,Red,13,5,6
1872,Dog,Spayed Female,2190.0,Chihuahua Shorthair Mix,Black/White,17,3,1
1873,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,16,5,3
1874,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,18,6,6
1875,Dog,Neutered Male,365.0,Pit Bull Mix,Tan/Brown,18,2,1
1876,Dog,Intact Male,1095.0,Pit Bull Mix,Blue/White,16,5,5
1877,Dog,Neutered Male,365.0,Australian Shepherd Mix,Tricolor,15,1,11
1878,Cat,Spayed Female,1095.0,Domestic Longhair Mix,Tortie,17,0,3
1879,Cat,Neutered Male,2920.0,Domestic Shorthair Mix,Black/White,13,2,5
1880,Dog,Spayed Female,1095.0,Pit Bull Mix,Red,12,0,6
1881,Cat,Intact Male,730.0,Domestic Shorthair Mix,Cream Tabby,18,6,8
1882,Dog,Neutered Male,1825.0,Labrador Retriever Mix,Red,13,6,3
1883,Cat,Spayed Female,7.0,Domestic Shorthair Mix,Tortie,11,4,7
1884,Dog,Spayed Female,730.0,Mastiff Mix,Brown Brindle/White,11,4,1
1885,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby/White,13,5,5
1886,Dog,Spayed Female,90.0,Australian Cattle Dog Mix,Blue Merle,18,3,8
1887,Dog,Spayed Female,3650.0,Labrador Retriever Mix,Brown/White,11,1,4
1888,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Tan/White,13,3,12
1889,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black/White,19,4,4
1890,Dog,Spayed Female,730.0,Boxer Mix,Brown Brindle/White,7,3,5
1891,Dog,Spayed Female,180.0,Pit Bull Mix,White/Brown,17,0,12
1892,Cat,Spayed Female,2920.0,Domestic Shorthair Mix,Blue/White,16,4,3
1893,Dog,Intact Male,730.0,Beagle Mix,Brown/White,13,0,6
1894,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,Brown Tabby,11,4,3
1895,Cat,Intact Female,3285.0,Siamese Mix,Seal Point,11,0,12
1896,Dog,Neutered Male,90.0,Tibetan Terrier Mix,Black/Brown,18,4,2
1897,Dog,Neutered Male,1095.0,Basset Hound/Australian Cattle Dog,Black/Tan,17,0,8
1898,Dog,Spayed Female,730.0,Pit Bull Mix,Fawn/Blue,15,5,11
1899,Cat,Unknown,365.0,Siamese Mix,Blue Point,18,6,4
1900,Cat,Intact Male,120.0,Domestic Shorthair Mix,Orange Tabby,18,1,11
1901,Dog,Spayed Female,28.0,Chihuahua Shorthair Mix,Tan,14,3,6
1902,Dog,Intact Female,120.0,Boxer/Pit Bull,Black/White,18,1,1
1903,Dog,Neutered Male,21.0,Pit Bull Mix,Brown Brindle/White,10,4,6
1904,Dog,Neutered Male,2190.0,Miniature Schnauzer Mix,Chocolate,18,3,6
1905,Dog,Spayed Female,1460.0,Dachshund Mix,Tan,13,5,12
1906,Cat,Spayed Female,14.0,Domestic Shorthair Mix,Tortie,14,0,9
1907,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Orange Tabby,8,5,5
1908,Cat,Intact Male,60.0,Domestic Shorthair Mix,Brown Tabby,11,1,5
1909,Dog,Neutered Male,1095.0,Pekingese Mix,White,11,0,11
1910,Dog,Spayed Female,3285.0,German Shepherd/Australian Cattle Dog,Black/Tan,15,6,6
1911,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black,17,6,1
1912,Cat,Intact Male,365.0,Domestic Shorthair Mix,Brown Tabby,11,1,12
1913,Dog,Spayed Female,60.0,Pit Bull/Pointer,Brown Brindle/White,11,5,6
1914,Dog,Intact Female,365.0,Pit Bull Mix,White,12,4,1
1915,Dog,Intact Male,365.0,Mastiff Mix,Black,17,6,11
1916,Dog,Intact Female,730.0,Pit Bull Mix,White/Brown,14,4,1
1917,Cat,Neutered Male,1.0,Domestic Longhair Mix,Black,16,3,3
1918,Dog,Spayed Female,60.0,Patterdale Terr Mix,Black/White,19,3,7
1919,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Cream Tabby,9,4,6
1920,Dog,Neutered Male,1095.0,Shih Tzu Mix,Brown/White,11,0,11
1921,Dog,Spayed Female,365.0,Pit Bull Mix,Black/White,17,6,7
1922,Cat,Unknown,3650.0,Domestic Shorthair Mix,Black,16,1,6
1923,Dog,Neutered Male,180.0,English Springer Spaniel Mix,Chocolate/White,18,0,7
1924,Dog,Intact Female,30.0,Pit Bull Mix,White,18,3,10
1925,Dog,Intact Female,365.0,Belgian Malinois/German Shepherd,Brown/Black,15,2,4
1926,Dog,Spayed Female,1095.0,Maltese,White,17,3,5
1927,Dog,Intact Male,3285.0,Havanese Mix,White/Black,16,0,12
1928,Cat,Spayed Female,1095.0,Domestic Longhair Mix,Blue,11,0,1
1929,Dog,Neutered Male,60.0,Miniature Schnauzer/Miniature Poodle,White,18,4,6
1930,Dog,Neutered Male,300.0,Dachshund/Chihuahua Shorthair,Yellow,12,3,10
1931,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Orange Tabby,0,4,6
1932,Dog,Spayed Female,1095.0,Australian Shepherd/Plott Hound,Brown Brindle,17,2,2
1933,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby,13,2,5
1934,Cat,Intact Male,365.0,Domestic Shorthair Mix,Brown Tabby/White,15,5,12
1935,Dog,Neutered Male,330.0,Dachshund Longhair Mix,Brown/Black,16,6,12
1936,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black,17,6,6
1937,Dog,Intact Female,4015.0,Pit Bull Mix,Brown,13,6,9
1938,Dog,Intact Male,60.0,Labrador Retriever Mix,Brown,17,4,4
