AnimalID,Name,Date,weekday,Month,Time (hour),,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A690476,,"Wednesday, October 22, 2014",Wednesday,Oct,5:46:00 PM,17,Transfer,Partner,Dog,Intact Male,4 weeks,Labrador Retriever Mix,Black/White
A702769,,"Sunday, May 17, 2015",Sunday,May,6:48:00 PM,18,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A537127,Fozzy Bear,"Wednesday, November 25, 2015",Wednesday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Neutered Male,8 years,Miniature Poodle Mix,Chocolate
A703568,Pickles,"Saturday, June 20, 2015",Saturday,Jun,2:17:00 PM,14,Adoption,,Dog,Spayed Female,2 years,Dachshund/Labrador Retriever,Brown
A669409,Lily,"Saturday, January 18, 2014",Saturday,Jan,4:02:00 PM,16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A665629,Baby Boy,"Friday, July 31, 2015",Friday,Jul,2:29:00 PM,14,Transfer,Partner,Dog,Neutered Male,5 years,Australian Cattle Dog/Chow Chow,Red Merle/White
A667209,Stark,"Sunday, November 17, 2013",Sunday,Nov,12:27:00 PM,12,Adoption,,Dog,Intact Male,2 months,Pit Bull/Labrador Retriever,Brown Brindle/Blue Cream
A659252,Ashley,"Sunday, February 22, 2015",Sunday,Feb,1:40:00 PM,13,Return_to_owner,,Dog,Spayed Female,5 years,Siberian Husky Mix,Sable/White
A710130,Tango,"Wednesday, November 11, 2015",Wednesday,Nov,7:17:00 PM,19,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A674544,,"Monday, March 17, 2014",Monday,Mar,4:49:00 PM,16,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Red
A711632,,"Thursday, September 10, 2015",Thursday,Sep,11:35:00 AM,11,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black/White
A692413,Dexter,"Friday, November 28, 2014",Friday,Nov,4:19:00 PM,16,Adoption,,Dog,Neutered Male,2 years,Dachshund Mix,Black
A669074,Tom,"Saturday, December 21, 2013",Saturday,Dec,5:08:00 PM,17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A668343,Warner,"Sunday, December 08, 2013",Sunday,Dec,2:31:00 PM,14,Transfer,Partner,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point/White
A702238,Figaro,"Wednesday, May 20, 2015",Wednesday,May,4:10:00 PM,16,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A707766,Tulip,"Sunday, July 19, 2015",Sunday,Jul,6:27:00 PM,18,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A709095,Dorado,"Sunday, August 09, 2015",Sunday,Aug,1:20:00 PM,13,Adoption,,Dog,Neutered Male,3 months,Carolina Dog Mix,Red
A646686,Blue,"Monday, November 10, 2014",Monday,Nov,12:13:00 PM,12,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A514866,Tiny,"Sunday, September 21, 2014",Sunday,Sep,1:28:00 PM,13,Return_to_owner,,Dog,Neutered Male,7 years,Rat Terrier Mix,White/Black
A682138,Frannie,"Monday, May 11, 2015",Monday,May,5:52:00 PM,17,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White
A716631,Samantha,"Wednesday, November 25, 2015",Wednesday,Nov,4:52:00 PM,16,Return_to_owner,,Dog,Spayed Female,2 years,Dachshund Mix,Brown/White
A715840,,"Wednesday, November 11, 2015",Wednesday,Nov,11:36:00 AM,11,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A682553,Furby,"Thursday, July 03, 2014",Thursday,Jul,6:01:00 PM,18,Adoption,,Dog,Spayed Female,4 years,Pomeranian Mix,Tan/White
A648161,Max,"Friday, April 10, 2015",Friday,Apr,12:09:00 PM,12,Return_to_owner,,Dog,Neutered Male,8 years,Bullmastiff/Boxer,Brown/White
A687373,Bueller,"Monday, October 13, 2014",Monday,Oct,2:31:00 PM,14,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Black
A688039,Ozzy,"Monday, September 29, 2014",Monday,Sep,2:04:00 PM,14,Transfer,Partner,Dog,Intact Male,1 year,Border Terrier/Chihuahua Shorthair,Brown Brindle
A657826,Sawyer,"Thursday, June 19, 2014",Thursday,Jun,2:55:00 PM,14,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A699926,Milcha,"Friday, April 24, 2015",Friday,Apr,6:23:00 PM,18,Adoption,,Cat,Spayed Female,10 years,Siamese Mix,Tortie Point
A689037,,"Monday, September 29, 2014",Monday,Sep,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Medium Hair Mix,Black/White
A673208,Dottie,"Monday, February 24, 2014",Monday,Feb,6:37:00 PM,18,Return_to_owner,,Dog,Spayed Female,1 year,Boxer,White
A693843,,"Friday, December 19, 2014",Friday,Dec,5:31:00 PM,17,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A679754,Davey,"Tuesday, August 12, 2014",Tuesday,Aug,3:27:00 PM,15,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby
A701349,Boner,"Saturday, May 09, 2015",Saturday,May,11:53:00 AM,11,Return_to_owner,,Dog,Intact Male,5 years,Pit Bull Mix,Brown Brindle
A674707,Ziggy,"Saturday, March 22, 2014",Saturday,Mar,9:56:00 AM,9,Adoption,,Dog,Intact Female,2 months,Soft Coated Wheaten Terrier Mix,Buff/Tan
A622283,Meg,"Wednesday, February 19, 2014",Wednesday,Feb,12:25:00 PM,12,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A694936,Marla,"Sunday, September 27, 2015",Sunday,Sep,2:15:00 PM,14,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
A687188,Miss Sally,"Saturday, September 06, 2014",Saturday,Sep,6:10:00 PM,18,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,White
A670418,,"Wednesday, January 08, 2014",Wednesday,Jan,10:42:00 AM,10,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A688816,,"Friday, September 26, 2014",Friday,Sep,4:25:00 PM,16,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White
A673699,Jake,"Saturday, March 08, 2014",Saturday,Mar,5:23:00 PM,17,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Rat Terrier,Black/White
A619150,Bruno,"Saturday, December 12, 2015",Saturday,Dec,3:46:00 PM,15,Euthanasia,Aggressive,Dog,Intact Male,6 years,Pit Bull Mix,Brown/White
A700763,Judith,"Sunday, May 03, 2015",Sunday,May,3:25:00 PM,15,Adoption,,Dog,Spayed Female,2 years,Rat Terrier Mix,Tricolor
A717505,Otter,"Monday, December 14, 2015",Monday,Dec,3:42:00 PM,15,Adoption,,Dog,Neutered Male,2 years,Queensland Heeler Mix,Red Tick
A703642,,"Wednesday, May 27, 2015",Wednesday,May,4:19:00 PM,16,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White
A705169,,"Sunday, June 14, 2015",Sunday,Jun,2:35:00 PM,14,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A715130,Goose,"Saturday, November 28, 2015",Saturday,Nov,5:14:00 PM,17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A670308,,"Monday, January 06, 2014",Monday,Jan,11:17:00 AM,11,Euthanasia,Rabies Risk,Dog,Intact Female,2 years,Chihuahua Longhair Mix,Black
A688872,Harley,"Monday, October 06, 2014",Monday,Oct,4:02:00 PM,16,Return_to_owner,,Dog,Intact Male,1 year,Great Dane/Mastiff,Black/White
A707031,Bristol,"Sunday, July 19, 2015",Sunday,Jul,12:34:00 PM,12,Adoption,,Dog,Intact Female,2 months,Collie Smooth Mix,Cream/Tan
A682629,Speedy,"Friday, July 04, 2014",Friday,Jul,1:26:00 PM,13,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Brown/White
A716879,,"Monday, November 30, 2015",Monday,Nov,5:58:00 PM,17,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Blue Tabby
A676786,Tuzi,"Sunday, April 20, 2014",Sunday,Apr,6:34:00 PM,18,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A701985,,"Sunday, July 19, 2015",Sunday,Jul,2:46:00 PM,14,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A695367,Chloe,"Friday, January 16, 2015",Friday,Jan,6:19:00 PM,18,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow/White
A705269,,"Wednesday, June 17, 2015",Wednesday,Jun,12:44:00 PM,12,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Black/White
A659894,Reesie,"Thursday, October 10, 2013",Thursday,Oct,5:01:00 PM,17,Return_to_owner,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor
A652793,Chino,"Monday, August 11, 2014",Monday,Aug,4:21:00 PM,16,Adoption,,Dog,Neutered Male,3 years,Miniature Poodle/Cocker Spaniel,White
A717296,,"Wednesday, December 09, 2015",Wednesday,Dec,7:39:00 PM,19,Transfer,SCRP,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A705009,Road Runner,"Sunday, June 21, 2015",Sunday,Jun,3:43:00 PM,15,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A702910,,"Tuesday, May 19, 2015",Tuesday,May,3:38:00 PM,15,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A719487,Bonnie,"Saturday, January 23, 2016",Saturday,Jan,4:01:00 PM,16,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Black
A670212,Cherry,"Saturday, February 15, 2014",Saturday,Feb,1:07:00 PM,13,Adoption,,Dog,Spayed Female,5 years,Pointer Mix,Black/White
A699619,Buttercup,"Wednesday, April 01, 2015",Wednesday,Apr,4:27:00 PM,16,Return_to_owner,,Dog,Spayed Female,4 years,Toy Poodle Mix,White
A702869,Wyatt,"Wednesday, May 27, 2015",Wednesday,May,4:45:00 PM,16,Transfer,Partner,Dog,Intact Male,1 year,German Shepherd,Black/Tan
A689047,Sandro,"Wednesday, March 18, 2015",Wednesday,Mar,3:29:00 PM,15,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue
A694209,Benji,"Friday, December 26, 2014",Friday,Dec,5:55:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Pekingese Mix,Tan
A710958,Fiona,"Monday, September 21, 2015",Monday,Sep,5:19:00 PM,17,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
A673869,Sweetie Pie,"Tuesday, March 11, 2014",Tuesday,Mar,1:53:00 PM,13,Adoption,,Dog,Spayed Female,8 months,Australian Shepherd Mix,White/Black
A717001,Sam,"Saturday, December 26, 2015",Saturday,Dec,1:04:00 PM,13,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A695033,Hampton,"Monday, January 12, 2015",Monday,Jan,12:31:00 PM,12,Transfer,Partner,Dog,Neutered Male,6 months,Pit Bull Mix,Black/White
A704736,,"Monday, June 08, 2015",Monday,Jun,6:18:00 PM,18,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby
A695670,,"Tuesday, January 20, 2015",Tuesday,Jan,4:11:00 PM,16,Euthanasia,Suffering,Dog,Intact Male,1 month,Pit Bull Mix,Black Brindle/White
A685948,Haley,"Tuesday, August 26, 2014",Tuesday,Aug,6:08:00 PM,18,Adoption,,Dog,Spayed Female,5 months,Chihuahua Longhair Mix,Chocolate
A661611,Libby,"Wednesday, October 23, 2013",Wednesday,Oct,6:36:00 PM,18,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A717096,Gypsy Girl,"Saturday, January 23, 2016",Saturday,Jan,4:22:00 PM,16,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Calico
A679147,Messi,"Tuesday, May 27, 2014",Tuesday,May,5:51:00 PM,17,Return_to_owner,,Dog,Intact Male,2 years,Miniature Poodle/Miniature Schnauzer,Black/White
A702813,Axel,"Friday, June 19, 2015",Friday,Jun,12:28:00 PM,12,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A712238,Demarcia,"Friday, October 09, 2015",Friday,Oct,5:15:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A668066,Moses,"Wednesday, November 27, 2013",Wednesday,Nov,11:37:00 AM,11,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever,White
A698196,Wesson,"Saturday, May 02, 2015",Saturday,May,6:01:00 PM,18,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever Mix,Brown/White
A663935,,"Tuesday, October 01, 2013",Tuesday,Oct,2:15:00 PM,14,Transfer,Partner,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Brown
A695809,,"Tuesday, January 27, 2015",Tuesday,Jan,6:06:00 PM,18,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
A720864,Brutus,"Thursday, February 18, 2016",Thursday,Feb,1:03:00 PM,13,Adoption,,Dog,Intact Male,10 years,Labrador Retriever Mix,Buff
A690173,Sadie,"Sunday, October 19, 2014",Sunday,Oct,6:11:00 PM,18,Adoption,,Dog,Spayed Female,9 years,Great Pyrenees Mix,White
A677199,,"Friday, April 25, 2014",Friday,Apr,10:38:00 AM,10,Euthanasia,Suffering,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby/White
A630530,Sasha,"Saturday, September 27, 2014",Saturday,Sep,6:03:00 PM,18,Adoption,,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Black/Tan
A705156,,"Friday, June 19, 2015",Friday,Jun,1:44:00 PM,13,Transfer,Partner,Dog,Intact Male,1 weeks,American Staffordshire Terrier,Fawn
A711621,Lexi,"Sunday, October 18, 2015",Sunday,Oct,3:42:00 PM,15,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A680575,Gracie,"Thursday, June 12, 2014",Thursday,Jun,3:43:00 PM,15,Adoption,,Dog,Intact Female,12 years,Chihuahua Shorthair,Black/White
A707434,Choni,"Friday, February 12, 2016",Friday,Feb,5:16:00 PM,17,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan
A666900,Luigi,"Sunday, November 17, 2013",Sunday,Nov,11:51:00 AM,11,Adoption,,Dog,Neutered Male,1 year,Welsh Terrier Mix,Black/Brown
A680494,Bella,"Saturday, June 14, 2014",Saturday,Jun,11:28:00 AM,11,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A700744,Ashley,"Monday, April 20, 2015",Monday,Apr,2:20:00 PM,14,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A708741,Kit Kat,"Monday, November 30, 2015",Monday,Nov,12:00:00 AM,0,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A686063,,"Saturday, August 16, 2014",Saturday,Aug,10:16:00 AM,10,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
A713896,,"Thursday, October 15, 2015",Thursday,Oct,12:31:00 PM,12,Transfer,Partner,Cat,Intact Male,3 weeks,Siamese Mix,White
A696892,Bella,"Saturday, February 14, 2015",Saturday,Feb,4:48:00 PM,16,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White
A719845,Sancho,"Friday, January 29, 2016",Friday,Jan,7:12:00 PM,19,Return_to_owner,,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Cream/White
A678258,,"Tuesday, May 06, 2014",Tuesday,May,4:58:00 PM,16,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A645693,Moonlight,"Saturday, June 27, 2015",Saturday,Jun,4:44:00 PM,16,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White
A713581,Agamemnon,"Tuesday, November 03, 2015",Tuesday,Nov,1:59:00 PM,13,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue/White
A698194,Jackson,"Tuesday, March 17, 2015",Tuesday,Mar,5:13:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog,Blue Merle/White
A667976,Crystal,"Thursday, December 19, 2013",Thursday,Dec,12:02:00 PM,12,Euthanasia,Behavior,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A700831,Sister,"Wednesday, April 29, 2015",Wednesday,Apr,5:47:00 PM,17,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A716549,Dancer,"Saturday, February 06, 2016",Saturday,Feb,12:44:00 PM,12,Transfer,Partner,Dog,Spayed Female,1 year,Pharaoh Hound,Red/White
A692340,Paul,"Sunday, January 04, 2015",Sunday,Jan,3:05:00 PM,15,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A718564,Pharaoh,"Tuesday, January 05, 2016",Tuesday,Jan,2:38:00 PM,14,Return_to_owner,,Dog,Neutered Male,13 years,Chow Chow Mix,Brown
A665157,,"Monday, October 14, 2013",Monday,Oct,2:07:00 PM,14,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A664918,Princess,"Friday, November 15, 2013",Friday,Nov,3:20:00 PM,15,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever/German Shepherd,Black
A711487,,"Thursday, September 10, 2015",Thursday,Sep,11:45:00 AM,11,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Brown Brindle
A689896,Miles,"Sunday, October 19, 2014",Sunday,Oct,7:01:00 PM,19,Adoption,,Dog,Neutered Male,3 years,Akita Mix,Black/Tan
A711522,Junebug,"Tuesday, January 05, 2016",Tuesday,Jan,9:56:00 AM,9,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull Mix,Red/White
A708393,Matilda,"Monday, September 21, 2015",Monday,Sep,12:43:00 PM,12,Transfer,Partner,Dog,Spayed Female,2 years,Catahoula Mix,Brown Merle
A711333,,"Saturday, September 05, 2015",Saturday,Sep,2:05:00 PM,14,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue/White
A302820,Ladybug,"Friday, July 25, 2014",Friday,Jul,10:30:00 AM,10,Adoption,Foster,Dog,Spayed Female,11 years,German Shepherd Mix,Brown
A686527,Cyrano,"Saturday, August 23, 2014",Saturday,Aug,5:04:00 PM,17,Return_to_owner,,Dog,Neutered Male,3 years,Tibetan Spaniel Mix,White/Buff
A675239,Boogie,"Sunday, April 06, 2014",Sunday,Apr,2:11:00 PM,14,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle/White
A697976,Allie,"Wednesday, September 23, 2015",Wednesday,Sep,5:18:00 PM,17,Adoption,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black/Tan
A716148,,"Wednesday, December 23, 2015",Wednesday,Dec,12:21:00 PM,12,Adoption,Foster,Dog,Neutered Male,2 months,Catahoula Mix,Brown Brindle/White
A670687,Luna,"Thursday, January 16, 2014",Thursday,Jan,5:22:00 PM,17,Adoption,,Dog,Spayed Female,2 years,American Eskimo Mix,White
A672493,Eve,"Wednesday, February 19, 2014",Wednesday,Feb,12:28:00 PM,12,Return_to_owner,,Dog,Spayed Female,6 years,Siberian Husky/Pit Bull,White/Brown
A706567,,"Friday, July 03, 2015",Friday,Jul,1:58:00 PM,13,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A696027,Aries,"Sunday, March 01, 2015",Sunday,Mar,4:08:00 PM,16,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Black/Brown
A672189,Julius,"Saturday, June 07, 2014",Saturday,Jun,3:31:00 PM,15,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Pointer,White/Black
A713855,Edina,"Saturday, November 21, 2015",Saturday,Nov,3:21:00 PM,15,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A670151,Maya,"Saturday, February 15, 2014",Saturday,Feb,5:55:00 PM,17,Adoption,,Dog,Spayed Female,1 year,Redbone Hound Mix,Brown
A687328,Bubba,"Friday, November 28, 2014",Friday,Nov,6:12:00 PM,18,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A675534,Cookie-Poo,"Tuesday, April 01, 2014",Tuesday,Apr,6:25:00 PM,18,Return_to_owner,,Dog,Spayed Female,3 months,Shetland Sheepdog/Cardigan Welsh Corgi,Black/Tan
A690006,Arizona,"Saturday, October 18, 2014",Saturday,Oct,5:46:00 PM,17,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A557260,Pinto,"Wednesday, December 17, 2014",Wednesday,Dec,7:55:00 AM,7,Return_to_owner,,Dog,Neutered Male,10 years,Rat Terrier Mix,White/Tan
A675482,,"Friday, March 28, 2014",Friday,Mar,1:09:00 PM,13,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue/White
A664359,Lula Belle,"Sunday, October 13, 2013",Sunday,Oct,6:10:00 PM,18,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog/Border Collie,White/Tricolor
A677934,Rocky,"Tuesday, August 19, 2014",Tuesday,Aug,4:05:00 PM,16,Adoption,Foster,Dog,Neutered Male,1 year,Rottweiler Mix,Tricolor
A646455,Tiana,"Tuesday, June 09, 2015",Tuesday,Jun,6:16:00 PM,18,Return_to_owner,,Dog,Spayed Female,5 years,Miniature Pinscher Mix,Black/Tan
A692487,Mallory,"Tuesday, November 25, 2014",Tuesday,Nov,5:54:00 PM,17,Adoption,,Dog,Spayed Female,2 years,Maltese/Miniature Poodle,White
A699546,,"Sunday, March 29, 2015",Sunday,Mar,3:45:00 PM,15,Return_to_owner,,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A698646,Wesson,"Monday, March 23, 2015",Monday,Mar,5:05:00 PM,17,Adoption,,Dog,Neutered Male,8 months,Anatol Shepherd/Redbone Hound,Sable
A672210,Cochise,"Thursday, February 20, 2014",Thursday,Feb,2:50:00 PM,14,Euthanasia,Behavior,Dog,Intact Female,2 years,Rottweiler Mix,Black/Tan
A675422,Aladdin,"Friday, March 28, 2014",Friday,Mar,11:43:00 AM,11,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A681602,Chica,"Tuesday, December 30, 2014",Tuesday,Dec,1:53:00 PM,13,Transfer,Partner,Dog,Spayed Female,3 years,Boxer Mix,Tan/White
A664229,Baltazar,"Wednesday, October 16, 2013",Wednesday,Oct,5:14:00 PM,17,Adoption,,Dog,Neutered Male,4 years,German Shepherd Mix,Black
A684898,Izy,"Wednesday, August 06, 2014",Wednesday,Aug,1:18:00 PM,13,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A682801,,"Friday, July 04, 2014",Friday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,Black
A705443,Jasmine,"Thursday, June 25, 2015",Thursday,Jun,5:02:00 PM,17,Adoption,,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Buff
A667543,,"Thursday, November 28, 2013",Thursday,Nov,11:33:00 AM,11,Euthanasia,Suffering,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Blue Tabby
A682924,Neptune,"Sunday, May 10, 2015",Sunday,May,6:34:00 PM,18,Return_to_owner,,Dog,Neutered Male,3 years,Belgian Malinois Mix,Tan/Black
A686267,Negrito,"Saturday, August 30, 2014",Saturday,Aug,5:10:00 PM,17,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black
A708270,Debo,"Sunday, July 26, 2015",Sunday,Jul,4:44:00 PM,16,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull Mix,Tan/White
A698497,Osa,"Tuesday, March 24, 2015",Tuesday,Mar,6:10:00 PM,18,Return_to_owner,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White
A705197,Tuck,"Saturday, July 18, 2015",Saturday,Jul,6:42:00 PM,18,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A684445,Meechum,"Friday, November 07, 2014",Friday,Nov,6:05:00 PM,18,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black
A703159,Tulip,"Sunday, June 14, 2015",Sunday,Jun,12:24:00 PM,12,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A685897,,"Thursday, August 14, 2014",Thursday,Aug,5:23:00 PM,17,Transfer,Partner,Cat,Intact Male,3 months,Siamese Mix,Flame Point
A670893,Hope,"Thursday, January 23, 2014",Thursday,Jan,3:51:00 PM,15,Adoption,,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Black/White
A694154,Sofia,"Monday, December 22, 2014",Monday,Dec,5:31:00 PM,17,Return_to_owner,,Dog,Spayed Female,6 months,Shih Tzu/Miniature Poodle,Black
A675195,,"Sunday, March 30, 2014",Sunday,Mar,2:15:00 PM,14,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black/Brown
